order_placed,order_delivered
3695,2022-08-20 18:39:02.040663503,2022-08-20 19:10:22.407169
3696,2022-08-20 18:39:09.572619339,2022-08-20 19:13:01.424128
3697,2022-08-20 18:39:59.222889735,2022-08-20 19:09:59.717880
3698,2022-08-20 18:42:06.647545945,2022-08-20 19:08:15.090954
3699,2022-08-20 18:44:35.637099573,2022-08-20 19:16:52.791957
3700,2022-08-20 18:48:30.241932309,2022-08-20 19:20:45.789275
3701,2022-08-20 18:51:09.598599107,2022-08-20 19:20:43.320077
3702,2022-08-20 18:54:51.491639072,2022-08-20 19:27:00.129301
3703,2022-08-20 18:55:40.464610859,2022-08-20 19:27:20.711328
3704,2022-08-20 18:57:12.516685441,2022-08-20 19:28:23.226336
3705,2022-08-20 18:57:33.007000902,2022-08-20 19:32:25.575797
3706,2022-08-20 18:58:18.946141224,2022-08-20 19:35:38.667819
3707,2022-08-20 18:58:36.463195036,2022-08-20 19:30:54.609328
3708,2022-08-20 18:59:57.279694978,2022-08-20 19:32:04.247020
3709,2022-08-20 19:01:20.152300957,2022-08-20 19:35:59.695254
3710,2022-08-20 19:01:36.725698676,2022-08-20 19:41:10.724685
3711,2022-08-20 19:01:56.916561360,2022-08-20 19:37:41.309370
3712,2022-08-20 19:02:23.132874866,2022-08-20 19:43:13.618560
3713,2022-08-20 19:03:01.304915986,2022-08-20 19:45:51.092721
3714,2022-08-20 19:03:55.814022831,2022-08-20 19:50:18.227481
3715,2022-08-20 19:04:16.436842252,2022-08-20 19:46:52.719220
3716,2022-08-20 19:04:28.033901858,2022-08-20 19:52:00.532929
3717,2022-08-20 19:06:42.111265794,2022-08-20 19:52:22.830433
3718,2022-08-20 19:06:48.277585277,2022-08-20 19:53:18.053462
3719,2022-08-20 19:17:08.817903489,2022-08-20 19:57:34.232249
3720,2022-08-20 19:18:23.916500603,2022-08-20 20:04:42.349537
3721,2022-08-20 19:22:54.727566215,2022-08-20 19:59:58.464060
3722,2022-08-20 19:24:56.345890884,2022-08-20 20:03:35.636399
3723,2022-08-20 19:26:17.005222818,2022-08-20 20:06:47.187794
3724,2022-08-20 19:27:32.513890898,2022-08-20 20:04:20.996202
3725,2022-08-20 19:28:57.011184891,2022-08-20 20:10:24.787687
3726,2022-08-20 19:29:50.492474029,2022-08-20 20:08:25.630688
3727,2022-08-20 19:30:19.580597883,2022-08-20 20:15:25.823246
3728,2022-08-20 19:32:12.419120409,2022-08-20 20:13:13.035473
3729,2022-08-20 19:32:12.823216517,2022-08-20 20:16:12.483843
3730,2022-08-20 19:33:43.364212114,2022-08-20 20:12:53.915531
3731,2022-08-20 19:38:59.390272816,2022-08-20 20:22:15.541920
3732,2022-08-20 19:39:49.838145990,2022-08-20 20:24:22.263750
3733,2022-08-20 19:43:08.638305323,2022-08-20 20:21:29.258169
3734,2022-08-20 19:44:59.190134067,2022-08-20 20:25:52.934674
3735,2022-08-20 19:46:07.612420125,2022-08-20 20:29:17.936853
3736,2022-08-20 19:46:33.522496882,2022-08-20 20:28:58.204077
3737,2022-08-20 19:46:42.459974936,2022-08-20 20:33:07.093713
3738,2022-08-20 19:52:43.102985430,2022-08-20 20:37:37.980733
3739,2022-08-20 19:56:27.999949867,2022-08-20 20:34:06.075690
3740,2022-08-20 19:57:18.481071367,2022-08-20 20:39:35.819056
3741,2022-08-20 19:57:25.857968267,2022-08-20 20:38:07.294251
3742,2022-08-20 19:58:25.601748803,2022-08-20 20:42:08.159597
3743,2022-08-20 19:58:46.735934043,2022-08-20 20:46:08.409390
3744,2022-08-20 20:00:12.546921496,2022-08-20 20:49:43.244904
3745,2022-08-20 20:12:56.681615873,2022-08-20 20:48:48.777435
3746,2022-08-20 20:18:25.736847983,2022-08-20 20:53:06.876149
3747,2022-08-20 20:21:03.010203266,2022-08-20 20:49:32.441838
3748,2022-08-20 20:21:35.324086693,2022-08-20 20:55:57.924701
3749,2022-08-20 20:24:09.971520484,2022-08-20 20:54:53.701068
3750,2022-08-20 20:24:25.830868408,2022-08-20 20:58:35.770556
3751,2022-08-20 20:25:19.745054024,2022-08-20 20:57:50.742561
3752,2022-08-20 20:26:28.872847696,2022-08-20 21:05:11.040365
3753,2022-08-20 20:27:05.366380056,2022-08-20 21:08:19.376703
3754,2022-08-20 20:31:04.724134333,2022-08-20 21:04:18.820145
3755,2022-08-20 20:40:30.565070582,2022-08-20 21:12:14.663623
3756,2022-08-20 20:41:48.505821565,2022-08-20 21:14:30.241247
3757,2022-08-20 20:47:14.368340844,2022-08-20 21:13:37.552912
3758,2022-08-20 20:53:03.643436138,2022-08-20 21:16:01.427075
3759,2022-08-20 20:57:16.306114069,2022-08-20 21:16:00.398803
3760,2022-08-20 20:59:17.505883955,2022-08-20 21:21:45.210845
3761,2022-08-20 21:02:47.703406821,2022-08-20 21:18:36.525785
3762,2022-08-20 21:03:07.247792511,2022-08-20 21:24:24.266400
3763,2022-08-20 21:06:09.999821618,2022-08-20 21:24:39.676542
3764,2022-08-20 21:14:00.379623442,2022-08-20 21:26:49.940777
3765,2022-08-20 21:15:58.111884724,2022-08-20 21:28:27.145162
3766,2022-08-20 21:21:48.772905073,2022-08-20 21:37:34.260049
3767,2022-08-20 21:25:22.214670964,2022-08-20 21:39:23.463976
3768,2022-08-20 21:25:47.473170761,2022-08-20 21:43:20.420595
3769,2022-08-20 21:28:15.501609768,2022-08-20 21:42:05.513487
3770,2022-08-20 21:29:10.554854280,2022-08-20 21:42:11.099562
3771,2022-08-20 21:29:31.403656965,2022-08-20 21:42:03.525466
3772,2022-08-20 21:30:16.950817088,2022-08-20 21:42:42.365564
3773,2022-08-20 21:31:22.796757286,2022-08-20 21:49:07.483545
3774,2022-08-20 21:32:34.045682927,2022-08-20 21:47:56.623066
3775,2022-08-20 21:36:27.257295286,2022-08-20 21:50:08.429155
3776,2022-08-20 21:38:50.111385854,2022-08-20 21:55:55.343750
3777,2022-08-20 21:40:52.847334954,2022-08-20 21:52:58.364100
3778,2022-08-20 21:40:57.193669124,2022-08-20 22:01:02.066711
3779,2022-08-20 21:41:18.720829905,2022-08-20 22:02:46.627204
3780,2022-08-20 21:42:57.149686491,2022-08-20 22:05:35.548501
3781,2022-08-20 21:43:33.799258732,2022-08-20 22:03:09.548374
3782,2022-08-20 21:46:32.995096183,2022-08-20 22:10:54.058197
3783,2022-08-20 21:54:24.045035040,2022-08-20 22:08:36.889159
3784,2022-08-20 21:55:38.555816835,2022-08-20 22:11:36.571068
3785,2022-08-20 21:57:50.687371799,2022-08-20 22:14:23.933740
3786,2022-08-22 08:11:51.883139016,2022-08-22 08:27:42.322142
3787,2022-08-22 08:15:45.154620086,2022-08-22 08:32:51.175087
3788,2022-08-22 08:43:30.875927034,2022-08-22 08:59:37.154599
3789,2022-08-22 08:45:36.163114313,2022-08-22 09:03:51.894618
3790,2022-08-22 08:46:14.744332148,2022-08-22 09:24:31.638575
3791,2022-08-22 08:46:26.765514183,2022-08-22 09:35:53.210933
3792,2022-08-22 08:55:05.225798785,2022-08-22 09:44:40.865844
3793,2022-08-22 08:58:39.929075476,2022-08-22 10:04:16.193492
3794,2022-08-22 09:00:03.134331412,2022-08-22 10:05:59.254833
3795,2022-08-22 09:04:28.047875813,2022-08-22 10:29:13.451488
3796,2022-08-22 09:06:40.605285345,2022-08-22 10:29:31.789854
3797,2022-08-22 09:07:16.741757366,2022-08-22 10:52:21.460327
3798,2022-08-22 09:18:20.401246282,2022-08-22 10:58:10.551866
3799,2022-08-22 09:19:06.112240147,2022-08-22 11:11:28.996272
3800,2022-08-22 09:22:33.707874111,2022-08-22 11:11:45.748061
3801,2022-08-22 09:28:31.922051734,2022-08-22 11:15:41.695649
3802,2022-08-22 09:29:20.543481258,2022-08-22 11:26:25.029704
3803,2022-08-22 09:31:34.664417984,2022-08-22 11:36:49.887171
3804,2022-08-22 09:37:58.000440364,2022-08-22 11:35:06.686457
3805,2022-08-22 09:43:29.462374092,2022-08-22 11:38:51.634390
3806,2022-08-22 09:47:48.884740437,2022-08-22 11:51:02.320918
3807,2022-08-22 09:51:29.701229980,2022-08-22 11:57:02.476383
3808,2022-08-22 10:00:24.766758849,2022-08-22 12:03:21.924525
3809,2022-08-22 10:01:47.911622606,2022-08-22 12:00:55.398740
3810,2022-08-22 10:03:08.837571971,2022-08-22 12:10:20.425909
3811,2022-08-22 10:03:47.195534220,2022-08-22 12:13:15.810094
3812,2022-08-22 10:06:31.971946847,2022-08-22 12:12:14.154686
3813,2022-08-22 10:10:17.404505449,2022-08-22 12:13:45.143234
3814,2022-08-22 10:12:48.222794597,2022-08-22 12:20:53.738501
3815,2022-08-22 10:30:02.034336627,2022-08-22 12:25:17.271359
3816,2022-08-22 10:31:43.761216797,2022-08-22 12:30:34.823796
3817,2022-08-22 10:34:31.892240440,2022-08-22 12:31:24.151219
3818,2022-08-22 10:46:35.037198438,2022-08-22 12:34:56.348118
3819,2022-08-22 10:49:36.661757035,2022-08-22 12:34:28.682395
3820,2022-08-22 10:50:10.020027009,2022-08-22 12:41:24.488878
3821,2022-08-22 10:54:23.122655733,2022-08-22 12:52:13.289675
3822,2022-08-22 11:00:26.762301323,2022-08-22 12:53:12.491289
3823,2022-08-22 11:06:48.165350923,2022-08-22 12:56:29.601842
3824,2022-08-22 11:07:56.058194452,2022-08-22 12:56:47.188206
3825,2022-08-22 11:07:57.685477974,2022-08-22 12:58:38.021622
3826,2022-08-22 11:12:09.320315489,2022-08-22 13:06:26.074006
3827,2022-08-22 11:12:46.565510315,2022-08-22 13:10:00.174199
3828,2022-08-22 11:15:23.761173356,2022-08-22 13:17:51.391824
3829,2022-08-22 11:17:37.040092968,2022-08-22 13:23:03.215584
3830,2022-08-22 11:17:52.377015050,2022-08-22 13:21:22.869949
3831,2022-08-22 11:21:05.834426610,2022-08-22 13:24:17.768123
3832,2022-08-22 11:26:06.548944313,2022-08-22 13:23:16.670049
3833,2022-08-22 11:34:55.858909972,2022-08-22 13:33:20.774598
3834,2022-08-22 11:38:29.007224334,2022-08-22 13:40:16.497585
3835,2022-08-22 11:52:32.798371965,2022-08-22 13:38:07.833267
3836,2022-08-22 12:02:16.513445595,2022-08-22 13:46:20.394920
3837,2022-08-22 12:05:13.117282856,2022-08-22 13:44:22.130307
3838,2022-08-22 12:05:57.816768182,2022-08-22 13:47:17.174797
3839,2022-08-22 12:09:10.700511595,2022-08-22 13:47:21.461692
3840,2022-08-22 12:09:47.440696303,2022-08-22 13:56:14.697837
3841,2022-08-22 12:14:24.715680382,2022-08-22 14:00:13.722867
3842,2022-08-22 12:14:49.456505741,2022-08-22 14:06:47.442894
3843,2022-08-22 12:20:17.032705642,2022-08-22 14:05:02.459996
3844,2022-08-22 12:24:49.478320567,2022-08-22 14:07:16.690663
3845,2022-08-22 12:27:26.776531423,2022-08-22 14:07:10.686098
3846,2022-08-22 12:30:35.164738720,2022-08-22 14:12:05.282680
3847,2022-08-22 12:34:40.612134595,2022-08-22 14:12:31.154529
3848,2022-08-22 12:37:34.225165866,2022-08-22 14:14:07.231023
3849,2022-08-22 12:43:36.132244733,2022-08-22 14:10:39.942005
3850,2022-08-22 12:45:35.485414908,2022-08-22 14:21:41.178031
3851,2022-08-22 12:46:55.593202565,2022-08-22 14:24:39.167776
3852,2022-08-22 12:50:24.830315057,2022-08-22 14:28:32.723552
3853,2022-08-22 12:51:38.188374215,2022-08-22 14:29:52.032815
3854,2022-08-22 12:54:38.391162781,2022-08-22 14:27:06.433455
3855,2022-08-22 12:55:25.657751570,2022-08-22 14:32:14.991737
3856,2022-08-22 13:00:13.782405307,2022-08-22 14:34:40.834670
3857,2022-08-22 13:01:11.608065277,2022-08-22 14:32:22.507488
3858,2022-08-22 13:06:59.836049013,2022-08-22 14:36:17.510397
3859,2022-08-22 13:12:37.324930805,2022-08-22 14:37:58.258938
3860,2022-08-22 13:13:09.004151946,2022-08-22 14:48:06.191486
3861,2022-08-22 13:14:08.632706571,2022-08-22 14:47:04.873987
3862,2022-08-22 13:15:52.207076566,2022-08-22 14:47:42.395501
3863,2022-08-22 13:22:25.145214221,2022-08-22 14:49:33.253243
3864,2022-08-22 13:24:18.388242167,2022-08-22 14:57:52.093594
3865,2022-08-22 13:25:04.330050113,2022-08-22 15:05:53.073691
3866,2022-08-22 13:30:18.686325689,2022-08-22 14:56:15.256699
3867,2022-08-22 13:30:36.266976729,2022-08-22 14:57:32.837013
3868,2022-08-22 13:39:01.545989999,2022-08-22 14:58:54.752369
3869,2022-08-22 13:39:18.377791114,2022-08-22 14:59:21.063792
3870,2022-08-22 13:42:37.598789838,2022-08-22 15:09:25.743075
3871,2022-08-22 13:48:51.343119151,2022-08-22 15:10:16.818489
3872,2022-08-22 13:51:52.022458008,2022-08-22 15:09:13.154169
3873,2022-08-22 13:52:23.045945953,2022-08-22 15:14:17.944716
3874,2022-08-22 13:52:55.764098637,2022-08-22 15:19:34.016561
3875,2022-08-22 13:54:01.542419964,2022-08-22 15:19:21.973718
3876,2022-08-22 14:05:40.610817832,2022-08-22 15:19:41.768619
3877,2022-08-22 14:05:43.048618820,2022-08-22 15:24:11.223894
3878,2022-08-22 14:12:26.542116776,2022-08-22 15:23:41.575342
3879,2022-08-22 14:17:33.769392940,2022-08-22 15:31:44.974999
3880,2022-08-22 14:20:56.421274526,2022-08-22 15:32:35.202230
3881,2022-08-22 14:20:58.312014984,2022-08-22 15:35:13.773678
3882,2022-08-22 14:25:15.690228581,2022-08-22 15:38:02.229663
3883,2022-08-22 14:25:46.595607220,2022-08-22 15:39:55.289744
3884,2022-08-22 14:27:14.126607945,2022-08-22 15:39:42.570048
3885,2022-08-22 14:32:07.003575256,2022-08-22 15:41:49.637898
3886,2022-08-22 14:35:08.573832519,2022-08-22 15:45:47.721234
3887,2022-08-22 14:35:19.298174668,2022-08-22 15:44:55.638622
3888,2022-08-22 14:35:29.503453693,2022-08-22 15:47:51.219408
3889,2022-08-22 14:39:52.814788921,2022-08-22 15:58:19.879187
3890,2022-08-22 14:41:22.152802443,2022-08-22 15:58:07.806846
3891,2022-08-22 14:41:42.330683743,2022-08-22 15:57:41.557925
3892,2022-08-22 14:42:58.159451083,2022-08-22 16:02:59.318078
3893,2022-08-22 14:45:40.088139118,2022-08-22 16:05:42.586795
3894,2022-08-22 14:49:40.807069510,2022-08-22 16:02:23.111612
3895,2022-08-22 14:56:15.863739286,2022-08-22 16:05:29.128450
3896,2022-08-22 15:00:15.441537341,2022-08-22 16:07:46.941431
3897,2022-08-22 15:07:37.957153383,2022-08-22 16:12:55.640302
3898,2022-08-22 15:08:27.178295574,2022-08-22 16:12:57.957205
3899,2022-08-22 15:08:48.450489517,2022-08-22 16:19:47.701758
3900,2022-08-22 15:09:08.335076658,2022-08-22 16:26:26.014137
3901,2022-08-22 15:09:13.947634000,2022-08-22 16:24:39.600853
3902,2022-08-22 15:18:14.692686228,2022-08-22 16:27:46.351010
3903,2022-08-22 15:19:35.677602370,2022-08-22 16:31:15.845249
3904,2022-08-22 15:27:09.463854780,2022-08-22 16:28:06.232146
3905,2022-08-22 15:30:38.866522045,2022-08-22 16:32:27.624902
3906,2022-08-22 15:31:29.596375221,2022-08-22 16:37:45.142156
3907,2022-08-22 15:34:44.203528027,2022-08-22 16:36:03.809513
3908,2022-08-22 15:38:29.874739655,2022-08-22 16:37:57.643913
3909,2022-08-22 15:45:56.527068364,2022-08-22 16:45:57.094573
3910,2022-08-22 15:47:54.122453355,2022-08-22 16:51:11.987467
3911,2022-08-22 15:51:39.954413897,2022-08-22 16:48:45.860533
3912,2022-08-22 16:03:00.211100449,2022-08-22 16:52:37.094552
3913,2022-08-22 16:03:50.843324613,2022-08-22 16:52:11.901213
3914,2022-08-22 16:06:59.432875924,2022-08-22 17:00:47.942393
3915,2022-08-22 16:09:56.127632057,2022-08-22 17:00:07.657975
3916,2022-08-22 16:10:37.720840287,2022-08-22 16:58:32.312583
3917,2022-08-22 16:14:00.524115338,2022-08-22 16:58:02.108326
3918,2022-08-22 16:16:31.476162805,2022-08-22 17:05:35.984607
3919,2022-08-22 16:23:20.156103748,2022-08-22 17:08:38.573131
3920,2022-08-22 16:25:59.099667446,2022-08-22 17:11:58.155131
3921,2022-08-22 16:26:37.212290039,2022-08-22 17:13:25.035369
3922,2022-08-22 16:29:58.669345298,2022-08-22 17:18:49.556916
3923,2022-08-22 16:35:28.885613260,2022-08-22 17:17:49.847939
3924,2022-08-22 16:37:08.460420616,2022-08-22 17:20:55.700288
3925,2022-08-22 16:38:33.951344119,2022-08-22 17:21:26.536772
3926,2022-08-22 16:39:44.626218926,2022-08-22 17:25:30.075969
3927,2022-08-22 16:40:25.390769825,2022-08-22 17:26:11.543130
3928,2022-08-22 16:40:45.894945110,2022-08-22 17:29:22.325764
3929,2022-08-22 16:41:07.242482981,2022-08-22 17:30:58.813334
3930,2022-08-22 16:42:36.967177424,2022-08-22 17:35:01.324380
3931,2022-08-22 16:44:50.719158631,2022-08-22 17:34:33.456634
3932,2022-08-22 16:46:07.646831716,2022-08-22 17:43:57.554749
3933,2022-08-22 16:49:07.311308521,2022-08-22 17:42:13.600547
3934,2022-08-22 16:49:29.143594774,2022-08-22 17:45:33.263190
3935,2022-08-22 16:52:02.175207165,2022-08-22 17:44:50.040550
3936,2022-08-22 16:55:10.971723476,2022-08-22 17:48:10.298908
3937,2022-08-22 16:58:59.372074918,2022-08-22 17:50:06.580804
3938,2022-08-22 17:02:51.469879943,2022-08-22 17:49:47.880541
3939,2022-08-22 17:04:14.657474113,2022-08-22 17:55:21.736124
3940,2022-08-22 17:07:41.180051494,2022-08-22 17:55:56.056693
3941,2022-08-22 17:08:36.368579596,2022-08-22 17:56:26.745762
3942,2022-08-22 17:09:43.081466364,2022-08-22 18:03:02.919120
3943,2022-08-22 17:10:24.344005018,2022-08-22 18:07:43.174038
3944,2022-08-22 17:12:28.969926347,2022-08-22 18:07:25.367456
3945,2022-08-22 17:13:25.303385201,2022-08-22 18:08:41.483625
3946,2022-08-22 17:14:47.132935566,2022-08-22 18:10:02.618471
3947,2022-08-22 17:15:34.351427042,2022-08-22 18:12:41.099444
3948,2022-08-22 17:16:54.676260520,2022-08-22 18:13:04.078478
3949,2022-08-22 17:17:53.314600990,2022-08-22 18:18:36.734760
3950,2022-08-22 17:21:22.405798638,2022-08-22 18:21:49.876296
3951,2022-08-22 17:23:46.895425340,2022-08-22 18:16:43.518014
3952,2022-08-22 17:24:30.304295797,2022-08-22 18:25:04.248443
3953,2022-08-22 17:26:28.854845848,2022-08-22 18:31:14.128457
3954,2022-08-22 17:28:56.087848628,2022-08-22 18:28:50.416934
3955,2022-08-22 17:30:31.249504490,2022-08-22 18:31:13.078140
3956,2022-08-22 17:33:16.562500024,2022-08-22 18:35:12.131052
3957,2022-08-22 17:33:36.488632633,2022-08-22 18:38:16.341109
3958,2022-08-22 17:36:42.245743373,2022-08-22 18:39:33.410753
3959,2022-08-22 17:38:20.795223738,2022-08-22 18:36:10.638435
3960,2022-08-22 17:44:16.618512023,2022-08-22 18:47:03.374201
3961,2022-08-22 17:46:52.368744354,2022-08-22 18:56:02.830716
3962,2022-08-22 17:49:13.248301312,2022-08-22 18:49:35.842313
3963,2022-08-22 17:52:01.597999594,2022-08-22 18:48:14.886078
3964,2022-08-22 17:53:37.619798268,2022-08-22 18:59:12.217941
3965,2022-08-22 17:54:31.353321382,2022-08-22 18:56:29.431682
3966,2022-08-22 17:55:53.080527979,2022-08-22 18:57:44.486430
3967,2022-08-22 17:59:22.931099302,2022-08-22 19:00:37.682895
3968,2022-08-22 18:00:24.279103181,2022-08-22 19:05:20.113904
3969,2022-08-22 18:02:52.687774864,2022-08-22 19:05:04.330095
3970,2022-08-22 18:04:44.834363255,2022-08-22 19:08:42.136649
3971,2022-08-22 18:06:05.888842921,2022-08-22 19:12:39.081186
3972,2022-08-22 18:12:34.733637211,2022-08-22 19:14:11.004705
3973,2022-08-22 18:16:33.194269404,2022-08-22 19:11:29.463219
3974,2022-08-22 18:17:32.739201057,2022-08-22 19:14:15.186909
3975,2022-08-22 18:19:22.085932309,2022-08-22 19:19:48.324447
3976,2022-08-22 18:20:10.425984678,2022-08-22 19:26:43.516394
3977,2022-08-22 18:20:44.087062280,2022-08-22 19:31:40.412436
3978,2022-08-22 18:21:55.936423533,2022-08-22 19:25:11.391800
3979,2022-08-22 18:22:55.530099940,2022-08-22 19:31:14.752048
3980,2022-08-22 18:24:32.154156744,2022-08-22 19:29:40.275768
3981,2022-08-22 18:24:58.920995330,2022-08-22 19:31:39.239605
3982,2022-08-22 18:26:16.616199697,2022-08-22 19:35:38.052290
3983,2022-08-22 18:28:13.410264247,2022-08-22 19:37:16.003483
3984,2022-08-22 18:28:58.088985017,2022-08-22 19:37:27.300175
3985,2022-08-22 18:30:39.570478411,2022-08-22 19:40:11.665631
3986,2022-08-22 18:31:20.037714248,2022-08-22 19:44:27.936576
3987,2022-08-22 18:32:28.953917120,2022-08-22 19:43:57.690654
3988,2022-08-22 18:34:14.595813459,2022-08-22 19:47:21.620939
3989,2022-08-22 18:35:28.044369116,2022-08-22 19:55:47.792826
3990,2022-08-22 18:36:27.782065107,2022-08-22 19:56:11.048099
3991,2022-08-22 18:36:34.285176854,2022-08-22 19:55:45.559052
3992,2022-08-22 18:37:55.813520397,2022-08-22 19:59:55.737533
3993,2022-08-22 18:42:27.251523082,2022-08-22 20:01:25.198023
3994,2022-08-22 18:43:09.063149610,2022-08-22 20:03:20.403030
3995,2022-08-22 18:43:21.865967883,2022-08-22 20:01:55.881265
3996,2022-08-22 18:44:09.311092519,2022-08-22 20:06:41.180088
3997,2022-08-22 18:46:31.876440550,2022-08-22 20:07:07.514278
3998,2022-08-22 18:46:57.064377187,2022-08-22 20:04:58.475368
3999,2022-08-22 18:47:11.066911359,2022-08-22 20:10:05.394198
4000,2022-08-22 18:47:35.449659685,2022-08-22 20:13:00.816492
4001,2022-08-22 18:48:09.012078680,2022-08-22 20:15:02.999528
4002,2022-08-22 18:48:42.936412586,2022-08-22 20:22:06.314588
4003,2022-08-22 18:49:29.188798954,2022-08-22 20:21:31.756782
4004,2022-08-22 18:51:08.201579567,2022-08-22 20:25:22.534305
4005,2022-08-22 18:51:43.370879784,2022-08-22 20:22:52.730303
4006,2022-08-22 18:52:04.932023504,2022-08-22 20:22:39.979251
4007,2022-08-22 18:53:25.599245857,2022-08-22 20:25:35.842903
4008,2022-08-22 18:55:50.635647764,2022-08-22 20:25:40.238827
4009,2022-08-22 18:56:08.931532590,2022-08-22 20:30:48.201017
4010,2022-08-22 18:57:40.140965846,2022-08-22 20:30:27.069767
4011,2022-08-22 18:58:05.691129819,2022-08-22 20:31:03.328682
4012,2022-08-22 19:00:25.463668735,2022-08-22 20:35:43.859484
4013,2022-08-22 19:01:00.844901943,2022-08-22 20:36:29.447748
4014,2022-08-22 19:01:30.490291643,2022-08-22 20:48:54.992282
4015,2022-08-22 19:09:28.286201785,2022-08-22 20:44:52.499304
4016,2022-08-22 19:10:30.392499393,2022-08-22 20:44:23.604443
4017,2022-08-22 19:11:30.680937035,2022-08-22 20:45:07.472572
4018,2022-08-22 19:12:01.944523192,2022-08-22 20:47:28.593810
4019,2022-08-22 19:13:28.984094014,2022-08-22 20:49:17.561174
4020,2022-08-22 19:13:48.174158329,2022-08-22 20:51:24.078931
4021,2022-08-22 19:14:12.799974378,2022-08-22 20:52:50.971557
4022,2022-08-22 19:15:01.463648728,2022-08-22 20:50:47.877012
4023,2022-08-22 19:15:24.578604524,2022-08-22 20:58:03.551082
4024,2022-08-22 19:15:37.292639219,2022-08-22 20:57:45.435575
4025,2022-08-22 19:16:31.541922013,2022-08-22 21:01:09.907807
4026,2022-08-22 19:17:22.212294770,2022-08-22 21:04:45.404872
4027,2022-08-22 19:18:36.338545887,2022-08-22 21:06:30.410000
4028,2022-08-22 19:19:27.039458125,2022-08-22 21:08:35.513124
4029,2022-08-22 19:19:56.210825362,2022-08-22 21:09:37.557919
4030,2022-08-22 19:20:48.682088828,2022-08-22 21:11:18.811677
4031,2022-08-22 19:21:21.543855356,2022-08-22 21:14:04.682421
4032,2022-08-22 19:22:37.812278790,2022-08-22 21:13:52.765794
4033,2022-08-22 19:23:25.461589485,2022-08-22 21:14:31.362588
4034,2022-08-22 19:23:29.222013969,2022-08-22 21:17:39.136358
4035,2022-08-22 19:25:10.292848956,2022-08-22 21:18:42.778590
4036,2022-08-22 19:25:34.374341601,2022-08-22 21:24:02.349667
4037,2022-08-22 19:26:51.573819854,2022-08-22 21:26:30.121150
4038,2022-08-22 19:27:39.311060870,2022-08-22 21:30:04.098109
4039,2022-08-22 19:29:43.591992976,2022-08-22 21:29:05.650464
4040,2022-08-22 19:30:06.763660110,2022-08-22 21:36:17.902945
4041,2022-08-22 19:30:58.404120401,2022-08-22 21:33:41.957232
4042,2022-08-22 19:32:19.509823343,2022-08-22 21:37:52.341556
4043,2022-08-22 19:32:25.428241349,2022-08-22 21:38:22.957478
4044,2022-08-22 19:33:47.245547142,2022-08-22 21:35:11.423995
4045,2022-08-22 19:35:16.387630422,2022-08-22 21:36:48.934710
4046,2022-08-22 19:35:19.307268052,2022-08-22 21:42:49.781718
4047,2022-08-22 19:35:53.185058529,2022-08-22 21:41:34.552585
4048,2022-08-22 19:37:37.290273435,2022-08-22 21:44:30.345423
4049,2022-08-22 19:37:40.594504647,2022-08-22 21:48:26.552773
4050,2022-08-22 19:38:12.327876068,2022-08-22 21:53:32.463951
4051,2022-08-22 19:38:52.052193134,2022-08-22 21:52:55.926183
4052,2022-08-22 19:43:43.604058383,2022-08-22 21:59:37.302277
4053,2022-08-22 19:49:58.288027427,2022-08-22 22:01:59.485891
4054,2022-08-22 19:50:34.903297830,2022-08-22 21:57:58.916327
4055,2022-08-22 19:55:37.769560079,2022-08-22 22:00:37.464528
4056,2022-08-22 19:55:59.390812057,2022-08-22 22:07:11.353928
4057,2022-08-22 19:56:53.294869295,2022-08-22 22:06:49.457179
4058,2022-08-22 19:57:09.889590555,2022-08-22 22:07:13.566232
4059,2022-08-22 19:59:10.552190950,2022-08-22 22:05:12.949751
4060,2022-08-22 19:59:27.784740023,2022-08-22 22:09:28.834899
4061,2022-08-22 20:00:39.589364133,2022-08-22 22:12:21.782775
4062,2022-08-22 20:01:37.978414425,2022-08-22 22:14:39.609298
4063,2022-08-22 20:01:53.932138652,2022-08-22 22:21:01.497153
4064,2022-08-22 20:03:14.152643396,2022-08-22 22:20:03.299511
4065,2022-08-22 20:07:48.104935575,2022-08-22 22:18:47.661169
4066,2022-08-22 20:12:56.139329028,2022-08-22 22:28:31.983784
4067,2022-08-22 20:12:57.449375026,2022-08-22 22:26:32.867575
4068,2022-08-22 20:13:04.387085819,2022-08-22 22:32:41.824168
4069,2022-08-22 20:14:38.028455274,2022-08-22 22:32:01.225697
4070,2022-08-22 20:14:39.940560308,2022-08-22 22:33:35.138801
4071,2022-08-22 20:16:52.187443880,2022-08-22 22:33:18.489913
4072,2022-08-22 20:19:25.342323906,2022-08-22 22:37:59.633818
4073,2022-08-22 20:19:42.086552562,2022-08-22 22:36:04.789616
4074,2022-08-22 20:20:42.324554664,2022-08-22 22:40:57.864767
4075,2022-08-22 20:21:15.180635045,2022-08-22 22:39:10.954875
4076,2022-08-22 20:22:09.308730155,2022-08-22 22:44:57.364346
4077,2022-08-22 20:22:16.006288764,2022-08-22 22:45:47.444282
4078,2022-08-22 20:23:55.925916035,2022-08-22 22:48:39.335646
4079,2022-08-22 20:28:20.481296124,2022-08-22 22:53:02.211282
4080,2022-08-22 20:32:49.088705582,2022-08-22 22:54:38.311291
4081,2022-08-22 20:35:34.435837029,2022-08-22 22:55:05.819130
4082,2022-08-22 20:36:10.350582270,2022-08-22 22:59:31.048262
